--- Atoms: 
PRODUCT_QUALITY('3425') Truth=[0.96]
PRODUCT_QUALITY('3426') Truth=[0.06]
PRODUCT_QUALITY('3423') Truth=[0.96]
PRODUCT_QUALITY('3424') Truth=[0.97]
PRODUCT_QUALITY('3421') Truth=[0.95]
PRODUCT_QUALITY('3422') Truth=[0.97]
PRODUCT_QUALITY('832') Truth=[0.07]
PRODUCT_QUALITY('3420') Truth=[0.95]
PRODUCT_QUALITY('831') Truth=[0.96]
PRODUCT_QUALITY('830') Truth=[0.96]
PRODUCT_QUALITY('829') Truth=[0.95]
PRODUCT_QUALITY('828') Truth=[0.07]
PRODUCT_QUALITY('827') Truth=[0.96]
PRODUCT_QUALITY('826') Truth=[0.96]
PRODUCT_QUALITY('825') Truth=[0.96]
PRODUCT_QUALITY('824') Truth=[0.96]
PRODUCT_QUALITY('823') Truth=[0.97]
PRODUCT_QUALITY('822') Truth=[0.96]
PRODUCT_QUALITY('3429') Truth=[0.95]
PRODUCT_QUALITY('1677') Truth=[0.95]
PRODUCT_QUALITY('1676') Truth=[0.97]
PRODUCT_QUALITY('1679') Truth=[0.96]
PRODUCT_QUALITY('1678') Truth=[0.97]
PRODUCT_QUALITY('1673') Truth=[0.96]
PRODUCT_QUALITY('1672') Truth=[0.96]
PRODUCT_QUALITY('1675') Truth=[0.96]
PRODUCT_QUALITY('1674') Truth=[0.08]
PRODUCT_QUALITY('1671') Truth=[0.96]
PRODUCT_QUALITY('1670') Truth=[0.97]
PRODUCT_QUALITY('1666') Truth=[0.96]
PRODUCT_QUALITY('2998') Truth=[0.96]
PRODUCT_QUALITY('1665') Truth=[0.97]
PRODUCT_QUALITY('2999') Truth=[0.06]
PRODUCT_QUALITY('1668') Truth=[0.97]
PRODUCT_QUALITY('2996') Truth=[0.96]
PRODUCT_QUALITY('1667') Truth=[0.96]
PRODUCT_QUALITY('2997') Truth=[0.96]
PRODUCT_QUALITY('2994') Truth=[0.07]
PRODUCT_QUALITY('1662') Truth=[0.96]
PRODUCT_QUALITY('1661') Truth=[0.96]
PRODUCT_QUALITY('2995') Truth=[0.96]
PRODUCT_QUALITY('2992') Truth=[0.05]
PRODUCT_QUALITY('1664') Truth=[0.97]
PRODUCT_QUALITY('1663') Truth=[0.96]
PRODUCT_QUALITY('2993') Truth=[0.96]
PRODUCT_QUALITY('2990') Truth=[0.96]
PRODUCT_QUALITY('2991') Truth=[0.95]
PRODUCT_QUALITY('1660') Truth=[0.96]
PRODUCT_QUALITY('1669') Truth=[0.96]
PRODUCT_QUALITY('1699') Truth=[0.96]
PRODUCT_QUALITY('1698') Truth=[0.96]
PRODUCT_QUALITY('1695') Truth=[0.96]
PRODUCT_QUALITY('1694') Truth=[0.96]
PRODUCT_QUALITY('1697') Truth=[0.96]
PRODUCT_QUALITY('1696') Truth=[0.96]
PRODUCT_QUALITY('1691') Truth=[0.97]
PRODUCT_QUALITY('1690') Truth=[0.96]
PRODUCT_QUALITY('1693') Truth=[0.96]
PRODUCT_QUALITY('1692') Truth=[0.96]
PRODUCT_QUALITY('1688') Truth=[0.96]
PRODUCT_QUALITY('1687') Truth=[0.97]
PRODUCT_QUALITY('1689') Truth=[0.96]
PRODUCT_QUALITY('1684') Truth=[0.13]
PRODUCT_QUALITY('1683') Truth=[0.97]
PRODUCT_QUALITY('1686') Truth=[0.96]
PRODUCT_QUALITY('1685') Truth=[0.96]
PRODUCT_QUALITY('1680') Truth=[0.96]
PRODUCT_QUALITY('1682') Truth=[0.96]
PRODUCT_QUALITY('1681') Truth=[0.14]
PRODUCT_QUALITY('2169') Truth=[0.96]
PRODUCT_QUALITY('3498') Truth=[0.09]
PRODUCT_QUALITY('2167') Truth=[0.07]
PRODUCT_QUALITY('3499') Truth=[0.08]
PRODUCT_QUALITY('2168') Truth=[0.95]
PRODUCT_QUALITY('887') Truth=[0.97]
PRODUCT_QUALITY('3496') Truth=[0.96]
PRODUCT_QUALITY('2165') Truth=[0.96]
PRODUCT_QUALITY('886') Truth=[0.07]
PRODUCT_QUALITY('3497') Truth=[0.96]
PRODUCT_QUALITY('2166') Truth=[0.96]
PRODUCT_QUALITY('885') Truth=[0.14]
PRODUCT_QUALITY('3494') Truth=[0.96]
PRODUCT_QUALITY('2163') Truth=[0.96]
PRODUCT_QUALITY('884') Truth=[0.96]
PRODUCT_QUALITY('3495') Truth=[0.97]
PRODUCT_QUALITY('2164') Truth=[0.97]
PRODUCT_QUALITY('883') Truth=[0.96]
PRODUCT_QUALITY('3492') Truth=[0.96]
PRODUCT_QUALITY('2161') Truth=[0.96]
PRODUCT_QUALITY('882') Truth=[0.95]
PRODUCT_QUALITY('3493') Truth=[0.11]
PRODUCT_QUALITY('2162') Truth=[0.07]
PRODUCT_QUALITY('881') Truth=[0.96]
PRODUCT_QUALITY('3490') Truth=[0.95]
PRODUCT_QUALITY('880') Truth=[0.97]
PRODUCT_QUALITY('2160') Truth=[0.97]
PRODUCT_QUALITY('3491') Truth=[0.96]
PRODUCT_QUALITY('879') Truth=[0.96]
PRODUCT_QUALITY('878') Truth=[0.05]
PRODUCT_QUALITY('877') Truth=[0.08]
PRODUCT_QUALITY('890') Truth=[0.96]
PRODUCT_QUALITY('3489') Truth=[0.96]
PRODUCT_QUALITY('2158') Truth=[0.14]
PRODUCT_QUALITY('2159') Truth=[0.96]
PRODUCT_QUALITY('2156') Truth=[0.96]
PRODUCT_QUALITY('3487') Truth=[0.96]
PRODUCT_QUALITY('2157') Truth=[0.95]
PRODUCT_QUALITY('3488') Truth=[0.96]
PRODUCT_QUALITY('2154') Truth=[0.96]
PRODUCT_QUALITY('3485') Truth=[0.96]
PRODUCT_QUALITY('898') Truth=[0.96]
PRODUCT_QUALITY('2155') Truth=[0.97]
PRODUCT_QUALITY('3486') Truth=[0.96]
PRODUCT_QUALITY('897') Truth=[0.96]
PRODUCT_QUALITY('2152') Truth=[0.95]
PRODUCT_QUALITY('3483') Truth=[0.96]
PRODUCT_QUALITY('896') Truth=[0.97]
PRODUCT_QUALITY('2153') Truth=[0.97]
PRODUCT_QUALITY('3484') Truth=[0.09]
PRODUCT_QUALITY('895') Truth=[0.97]
PRODUCT_QUALITY('2150') Truth=[0.95]
PRODUCT_QUALITY('3481') Truth=[0.96]
PRODUCT_QUALITY('894') Truth=[0.96]
PRODUCT_QUALITY('2151') Truth=[0.96]
PRODUCT_QUALITY('3482') Truth=[0.96]
PRODUCT_QUALITY('893') Truth=[0.1]
PRODUCT_QUALITY('892') Truth=[0.96]
PRODUCT_QUALITY('3480') Truth=[0.95]
PRODUCT_QUALITY('891') Truth=[0.06]
PRODUCT_QUALITY('889') Truth=[0.96]
PRODUCT_QUALITY('888') Truth=[0.96]
PRODUCT_QUALITY('2189') Truth=[0.96]
PRODUCT_QUALITY('2187') Truth=[0.08]
PRODUCT_QUALITY('2188') Truth=[0.96]
PRODUCT_QUALITY('2185') Truth=[0.96]
PRODUCT_QUALITY('2186') Truth=[0.97]
PRODUCT_QUALITY('2183') Truth=[0.97]
PRODUCT_QUALITY('2184') Truth=[0.96]
PRODUCT_QUALITY('2181') Truth=[0.96]
PRODUCT_QUALITY('2182') Truth=[0.96]
PRODUCT_QUALITY('2190') Truth=[0.96]
PRODUCT_QUALITY('2191') Truth=[0.1]
PRODUCT_QUALITY('899') Truth=[0.96]
PRODUCT_QUALITY('2178') Truth=[0.96]
PRODUCT_QUALITY('2179') Truth=[0.96]
PRODUCT_QUALITY('2176') Truth=[0.05]
PRODUCT_QUALITY('2177') Truth=[0.96]
PRODUCT_QUALITY('2174') Truth=[0.97]
PRODUCT_QUALITY('2175') Truth=[0.97]
PRODUCT_QUALITY('2172') Truth=[0.96]
PRODUCT_QUALITY('2173') Truth=[0.96]
PRODUCT_QUALITY('2170') Truth=[0.96]
PRODUCT_QUALITY('2171') Truth=[0.96]
PRODUCT_QUALITY('2180') Truth=[0.96]
PRODUCT_QUALITY('2129') Truth=[0.97]
PRODUCT_QUALITY('2127') Truth=[0.96]
PRODUCT_QUALITY('3458') Truth=[0.96]
PRODUCT_QUALITY('2128') Truth=[0.96]
PRODUCT_QUALITY('3459') Truth=[0.07]
PRODUCT_QUALITY('2125') Truth=[0.96]
PRODUCT_QUALITY('3456') Truth=[0.96]
PRODUCT_QUALITY('2126') Truth=[0.96]
PRODUCT_QUALITY('3457') Truth=[0.96]
PRODUCT_QUALITY('2123') Truth=[0.97]
PRODUCT_QUALITY('3454') Truth=[0.96]
PRODUCT_QUALITY('2124') Truth=[0.96]
PRODUCT_QUALITY('3455') Truth=[0.96]
PRODUCT_QUALITY('843') Truth=[0.96]
PRODUCT_QUALITY('2121') Truth=[0.96]
PRODUCT_QUALITY('3452') Truth=[0.95]
PRODUCT_QUALITY('842') Truth=[0.96]
PRODUCT_QUALITY('2122') Truth=[0.05]
PRODUCT_QUALITY('3453') Truth=[0.96]
PRODUCT_QUALITY('841') Truth=[0.96]
PRODUCT_QUALITY('3450') Truth=[0.96]
PRODUCT_QUALITY('840') Truth=[0.97]
PRODUCT_QUALITY('2120') Truth=[0.08]
PRODUCT_QUALITY('3451') Truth=[0.96]
PRODUCT_QUALITY('839') Truth=[0.96]
PRODUCT_QUALITY('838') Truth=[0.95]
PRODUCT_QUALITY('837') Truth=[0.96]
PRODUCT_QUALITY('836') Truth=[0.96]
PRODUCT_QUALITY('835') Truth=[0.97]
PRODUCT_QUALITY('834') Truth=[0.97]
PRODUCT_QUALITY('833') Truth=[0.1]
PRODUCT_QUALITY('2118') Truth=[0.96]
PRODUCT_QUALITY('3449') Truth=[0.97]
PRODUCT_QUALITY('2119') Truth=[0.96]
PRODUCT_QUALITY('2116') Truth=[0.08]
PRODUCT_QUALITY('3447') Truth=[0.97]
PRODUCT_QUALITY('2117') Truth=[0.97]
PRODUCT_QUALITY('3448') Truth=[0.96]
PRODUCT_QUALITY('2114') Truth=[0.97]
PRODUCT_QUALITY('3445') Truth=[0.97]
PRODUCT_QUALITY('2115') Truth=[0.97]
PRODUCT_QUALITY('3446') Truth=[0.96]
PRODUCT_QUALITY('2112') Truth=[0.05]
PRODUCT_QUALITY('3443') Truth=[0.96]
PRODUCT_QUALITY('2113') Truth=[0.96]
PRODUCT_QUALITY('3444') Truth=[0.96]
PRODUCT_QUALITY('2110') Truth=[0.96]
PRODUCT_QUALITY('3441') Truth=[0.96]
PRODUCT_QUALITY('854') Truth=[0.95]
PRODUCT_QUALITY('2111') Truth=[0.96]
PRODUCT_QUALITY('853') Truth=[0.96]
PRODUCT_QUALITY('3442') Truth=[0.97]
PRODUCT_QUALITY('852') Truth=[0.96]
PRODUCT_QUALITY('3440') Truth=[0.96]
PRODUCT_QUALITY('851') Truth=[0.96]
PRODUCT_QUALITY('850') Truth=[0.96]
PRODUCT_QUALITY('849') Truth=[0.97]
PRODUCT_QUALITY('848') Truth=[0.97]
PRODUCT_QUALITY('847') Truth=[0.07]
PRODUCT_QUALITY('846') Truth=[0.1]
PRODUCT_QUALITY('845') Truth=[0.96]
PRODUCT_QUALITY('844') Truth=[0.95]
PRODUCT_QUALITY('2149') Truth=[0.96]
PRODUCT_QUALITY('2147') Truth=[0.14]
PRODUCT_QUALITY('3478') Truth=[0.96]
PRODUCT_QUALITY('2148') Truth=[0.05]
PRODUCT_QUALITY('3479') Truth=[0.96]
PRODUCT_QUALITY('2145') Truth=[0.96]
PRODUCT_QUALITY('3476') Truth=[0.96]
PRODUCT_QUALITY('2146') Truth=[0.96]
PRODUCT_QUALITY('3477') Truth=[0.96]
PRODUCT_QUALITY('865') Truth=[0.96]
PRODUCT_QUALITY('2143') Truth=[0.96]
PRODUCT_QUALITY('3474') Truth=[0.97]
PRODUCT_QUALITY('864') Truth=[0.96]
PRODUCT_QUALITY('2144') Truth=[0.07]
PRODUCT_QUALITY('3475') Truth=[0.97]
PRODUCT_QUALITY('863') Truth=[0.96]
PRODUCT_QUALITY('2141') Truth=[0.97]
PRODUCT_QUALITY('3472') Truth=[0.95]
PRODUCT_QUALITY('862') Truth=[0.96]
PRODUCT_QUALITY('2142') Truth=[0.97]
PRODUCT_QUALITY('3473') Truth=[0.96]
PRODUCT_QUALITY('861') Truth=[0.96]
PRODUCT_QUALITY('3470') Truth=[0.07]
PRODUCT_QUALITY('860') Truth=[0.97]
PRODUCT_QUALITY('2140') Truth=[0.97]
PRODUCT_QUALITY('3471') Truth=[0.96]
PRODUCT_QUALITY('859') Truth=[0.97]
PRODUCT_QUALITY('858') Truth=[0.96]
PRODUCT_QUALITY('857') Truth=[0.96]
PRODUCT_QUALITY('856') Truth=[0.97]
PRODUCT_QUALITY('855') Truth=[0.95]
PRODUCT_QUALITY('2138') Truth=[0.96]
PRODUCT_QUALITY('3469') Truth=[0.96]
PRODUCT_QUALITY('2139') Truth=[0.96]
PRODUCT_QUALITY('2136') Truth=[0.97]
PRODUCT_QUALITY('3467') Truth=[0.1]
PRODUCT_QUALITY('2137') Truth=[0.96]
PRODUCT_QUALITY('3468') Truth=[0.96]
PRODUCT_QUALITY('2134') Truth=[0.96]
PRODUCT_QUALITY('3465') Truth=[0.96]
PRODUCT_QUALITY('2135') Truth=[0.06]
PRODUCT_QUALITY('3466') Truth=[0.97]
PRODUCT_QUALITY('876') Truth=[0.97]
PRODUCT_QUALITY('2132') Truth=[0.97]
PRODUCT_QUALITY('3463') Truth=[0.96]
PRODUCT_QUALITY('2133') Truth=[0.09]
PRODUCT_QUALITY('3464') Truth=[0.09]
PRODUCT_QUALITY('875') Truth=[0.96]
PRODUCT_QUALITY('2130') Truth=[0.96]
PRODUCT_QUALITY('3461') Truth=[0.96]
PRODUCT_QUALITY('874') Truth=[0.96]
PRODUCT_QUALITY('2131') Truth=[0.96]
PRODUCT_QUALITY('873') Truth=[0.97]
PRODUCT_QUALITY('3462') Truth=[0.96]
PRODUCT_QUALITY('872') Truth=[0.96]
PRODUCT_QUALITY('3460') Truth=[0.96]
PRODUCT_QUALITY('871') Truth=[0.96]
PRODUCT_QUALITY('870') Truth=[0.96]
PRODUCT_QUALITY('869') Truth=[0.96]
PRODUCT_QUALITY('868') Truth=[0.96]
PRODUCT_QUALITY('867') Truth=[0.96]
PRODUCT_QUALITY('866') Truth=[0.96]
PRODUCT_QUALITY('2900') Truth=[0.96]
PRODUCT_QUALITY('2909') Truth=[0.97]
PRODUCT_QUALITY('2907') Truth=[0.96]
PRODUCT_QUALITY('2908') Truth=[0.07]
PRODUCT_QUALITY('2905') Truth=[0.96]
PRODUCT_QUALITY('2906') Truth=[0.96]
PRODUCT_QUALITY('2903') Truth=[0.96]
PRODUCT_QUALITY('2904') Truth=[0.96]
PRODUCT_QUALITY('2901') Truth=[0.96]
PRODUCT_QUALITY('2902') Truth=[0.97]
PRODUCT_QUALITY('2088') Truth=[0.96]
PRODUCT_QUALITY('2089') Truth=[0.97]
PRODUCT_QUALITY('2086') Truth=[0.96]
PRODUCT_QUALITY('2087') Truth=[0.96]
PRODUCT_QUALITY('2084') Truth=[0.97]
PRODUCT_QUALITY('2085') Truth=[0.96]
PRODUCT_QUALITY('2082') Truth=[0.97]
PRODUCT_QUALITY('2083') Truth=[0.96]
PRODUCT_QUALITY('2091') Truth=[0.96]
PRODUCT_QUALITY('2092') Truth=[0.96]
PRODUCT_QUALITY('2090') Truth=[0.96]
PRODUCT_QUALITY('2079') Truth=[0.96]
PRODUCT_QUALITY('2077') Truth=[0.95]
PRODUCT_QUALITY('2078') Truth=[0.96]
PRODUCT_QUALITY('2075') Truth=[0.96]
PRODUCT_QUALITY('2076') Truth=[0.97]
PRODUCT_QUALITY('2073') Truth=[0.96]
PRODUCT_QUALITY('2074') Truth=[0.97]
PRODUCT_QUALITY('2071') Truth=[0.96]
PRODUCT_QUALITY('2072') Truth=[0.96]
PRODUCT_QUALITY('2080') Truth=[0.96]
PRODUCT_QUALITY('2081') Truth=[0.96]
PRODUCT_QUALITY('2099') Truth=[0.06]
PRODUCT_QUALITY('2097') Truth=[0.97]
PRODUCT_QUALITY('2098') Truth=[0.96]
PRODUCT_QUALITY('2095') Truth=[0.96]
PRODUCT_QUALITY('2096') Truth=[0.97]
PRODUCT_QUALITY('2093') Truth=[0.06]
PRODUCT_QUALITY('2094') Truth=[0.96]
PRODUCT_QUALITY('1633') Truth=[0.97]
PRODUCT_QUALITY('2965') Truth=[0.08]
PRODUCT_QUALITY('1632') Truth=[0.96]
PRODUCT_QUALITY('2966') Truth=[0.95]
PRODUCT_QUALITY('2963') Truth=[0.08]
PRODUCT_QUALITY('1635') Truth=[0.96]
PRODUCT_QUALITY('2964') Truth=[0.96]
PRODUCT_QUALITY('1634') Truth=[0.96]
PRODUCT_QUALITY('2961') Truth=[0.96]
PRODUCT_QUALITY('2962') Truth=[0.96]
PRODUCT_QUALITY('1631') Truth=[0.96]
PRODUCT_QUALITY('2960') Truth=[0.96]
PRODUCT_QUALITY('1630') Truth=[0.96]
PRODUCT_QUALITY('2969') Truth=[0.96]
PRODUCT_QUALITY('1637') Truth=[0.1]
PRODUCT_QUALITY('1636') Truth=[0.96]
PRODUCT_QUALITY('1639') Truth=[0.11]
PRODUCT_QUALITY('2967') Truth=[0.96]
PRODUCT_QUALITY('1638') Truth=[0.96]
PRODUCT_QUALITY('2968') Truth=[0.97]
PRODUCT_QUALITY('1622') Truth=[0.96]
PRODUCT_QUALITY('2954') Truth=[0.96]
PRODUCT_QUALITY('1621') Truth=[0.96]
PRODUCT_QUALITY('2955') Truth=[0.96]
PRODUCT_QUALITY('2952') Truth=[0.96]
PRODUCT_QUALITY('1624') Truth=[0.08]
PRODUCT_QUALITY('2953') Truth=[0.96]
PRODUCT_QUALITY('1623') Truth=[0.96]
PRODUCT_QUALITY('2950') Truth=[0.96]
PRODUCT_QUALITY('2951') Truth=[0.96]
PRODUCT_QUALITY('1620') Truth=[0.96]
PRODUCT_QUALITY('1629') Truth=[0.96]
PRODUCT_QUALITY('1626') Truth=[0.96]
PRODUCT_QUALITY('2958') Truth=[0.96]
PRODUCT_QUALITY('1625') Truth=[0.96]
PRODUCT_QUALITY('2959') Truth=[0.08]
PRODUCT_QUALITY('1628') Truth=[0.96]
PRODUCT_QUALITY('2956') Truth=[0.95]
PRODUCT_QUALITY('2957') Truth=[0.96]
PRODUCT_QUALITY('1627') Truth=[0.95]
PRODUCT_QUALITY('1655') Truth=[0.96]
PRODUCT_QUALITY('2987') Truth=[0.08]
PRODUCT_QUALITY('1654') Truth=[0.96]
PRODUCT_QUALITY('2988') Truth=[0.97]
PRODUCT_QUALITY('1657') Truth=[0.96]
PRODUCT_QUALITY('2985') Truth=[0.96]
PRODUCT_QUALITY('2986') Truth=[0.14]
PRODUCT_QUALITY('1656') Truth=[0.96]
PRODUCT_QUALITY('1651') Truth=[0.96]
PRODUCT_QUALITY('2983') Truth=[0.95]
PRODUCT_QUALITY('1650') Truth=[0.96]
PRODUCT_QUALITY('2984') Truth=[0.95]
PRODUCT_QUALITY('1653') Truth=[0.96]
PRODUCT_QUALITY('2981') Truth=[0.97]
PRODUCT_QUALITY('2982') Truth=[0.96]
PRODUCT_QUALITY('1652') Truth=[0.96]
PRODUCT_QUALITY('2980') Truth=[0.96]
PRODUCT_QUALITY('1659') Truth=[0.96]
PRODUCT_QUALITY('1658') Truth=[0.06]
PRODUCT_QUALITY('2989') Truth=[0.96]
PRODUCT_QUALITY('1644') Truth=[0.96]
PRODUCT_QUALITY('2976') Truth=[0.96]
PRODUCT_QUALITY('1643') Truth=[0.96]
PRODUCT_QUALITY('2977') Truth=[0.96]
PRODUCT_QUALITY('1646') Truth=[0.1]
PRODUCT_QUALITY('2974') Truth=[0.96]
PRODUCT_QUALITY('2975') Truth=[0.96]
PRODUCT_QUALITY('1645') Truth=[0.96]
PRODUCT_QUALITY('1640') Truth=[0.06]
PRODUCT_QUALITY('2972') Truth=[0.96]
PRODUCT_QUALITY('2973') Truth=[0.97]
PRODUCT_QUALITY('2970') Truth=[0.97]
PRODUCT_QUALITY('1642') Truth=[0.95]
PRODUCT_QUALITY('1641') Truth=[0.96]
PRODUCT_QUALITY('2971') Truth=[0.96]
PRODUCT_QUALITY('1648') Truth=[0.96]
PRODUCT_QUALITY('1647') Truth=[0.96]
PRODUCT_QUALITY('2978') Truth=[0.96]
PRODUCT_QUALITY('1649') Truth=[0.96]
PRODUCT_QUALITY('2979') Truth=[0.96]
PRODUCT_QUALITY('2921') Truth=[0.07]
PRODUCT_QUALITY('2922') Truth=[0.96]
PRODUCT_QUALITY('2920') Truth=[0.95]
PRODUCT_QUALITY('2929') Truth=[0.96]
PRODUCT_QUALITY('2927') Truth=[0.96]
PRODUCT_QUALITY('2928') Truth=[0.96]
PRODUCT_QUALITY('2925') Truth=[0.08]
PRODUCT_QUALITY('2926') Truth=[0.96]
PRODUCT_QUALITY('2923') Truth=[0.96]
PRODUCT_QUALITY('2924') Truth=[0.96]
PRODUCT_QUALITY('2910') Truth=[0.97]
PRODUCT_QUALITY('2911') Truth=[0.96]
PRODUCT_QUALITY('2918') Truth=[0.96]
PRODUCT_QUALITY('2919') Truth=[0.96]
PRODUCT_QUALITY('2916') Truth=[0.96]
PRODUCT_QUALITY('2917') Truth=[0.97]
PRODUCT_QUALITY('2914') Truth=[0.96]
PRODUCT_QUALITY('2915') Truth=[0.07]
PRODUCT_QUALITY('2912') Truth=[0.96]
PRODUCT_QUALITY('2913') Truth=[0.96]
PRODUCT_QUALITY('1611') Truth=[0.96]
PRODUCT_QUALITY('2943') Truth=[0.96]
PRODUCT_QUALITY('1610') Truth=[0.97]
PRODUCT_QUALITY('2944') Truth=[0.96]
PRODUCT_QUALITY('1613') Truth=[0.96]
PRODUCT_QUALITY('2941') Truth=[0.96]
PRODUCT_QUALITY('1612') Truth=[0.96]
PRODUCT_QUALITY('2942') Truth=[0.96]
PRODUCT_QUALITY('2940') Truth=[0.06]
PRODUCT_QUALITY('1619') Truth=[0.96]
PRODUCT_QUALITY('1618') Truth=[0.96]
PRODUCT_QUALITY('2949') Truth=[0.96]
PRODUCT_QUALITY('2947') Truth=[0.96]
PRODUCT_QUALITY('1615') Truth=[0.07]
PRODUCT_QUALITY('1614') Truth=[0.96]
PRODUCT_QUALITY('2948') Truth=[0.96]
PRODUCT_QUALITY('2945') Truth=[0.97]
PRODUCT_QUALITY('1617') Truth=[0.96]
PRODUCT_QUALITY('1616') Truth=[0.96]
PRODUCT_QUALITY('2946') Truth=[0.96]
PRODUCT_QUALITY('1600') Truth=[0.96]
PRODUCT_QUALITY('2932') Truth=[0.96]
PRODUCT_QUALITY('2933') Truth=[0.97]
PRODUCT_QUALITY('2930') Truth=[0.1]
PRODUCT_QUALITY('1602') Truth=[0.96]
PRODUCT_QUALITY('1601') Truth=[0.96]
PRODUCT_QUALITY('2931') Truth=[0.96]
PRODUCT_QUALITY('1608') Truth=[0.96]
PRODUCT_QUALITY('1607') Truth=[0.96]
PRODUCT_QUALITY('2938') Truth=[0.95]
PRODUCT_QUALITY('1609') Truth=[0.97]
PRODUCT_QUALITY('2939') Truth=[0.96]
PRODUCT_QUALITY('1604') Truth=[0.97]
PRODUCT_QUALITY('2936') Truth=[0.14]
PRODUCT_QUALITY('2937') Truth=[0.97]
PRODUCT_QUALITY('1603') Truth=[0.97]
PRODUCT_QUALITY('1606') Truth=[0.95]
PRODUCT_QUALITY('2934') Truth=[0.96]
PRODUCT_QUALITY('2935') Truth=[0.96]
PRODUCT_QUALITY('1605') Truth=[0.96]
PRODUCT_QUALITY('1599') Truth=[0.95]
PRODUCT_QUALITY('1596') Truth=[0.95]
PRODUCT_QUALITY('1595') Truth=[0.97]
PRODUCT_QUALITY('1598') Truth=[0.97]
PRODUCT_QUALITY('1597') Truth=[0.14]
PRODUCT_QUALITY('1592') Truth=[0.97]
PRODUCT_QUALITY('1591') Truth=[0.09]
PRODUCT_QUALITY('1594') Truth=[0.96]
PRODUCT_QUALITY('1593') Truth=[0.96]
PRODUCT_QUALITY('1590') Truth=[0.96]
PRODUCT_QUALITY('1589') Truth=[0.07]
PRODUCT_QUALITY('1588') Truth=[0.97]
PRODUCT_QUALITY('1585') Truth=[0.96]
PRODUCT_QUALITY('1584') Truth=[0.08]
PRODUCT_QUALITY('1587') Truth=[0.96]
PRODUCT_QUALITY('1586') Truth=[0.96]
PRODUCT_QUALITY('1581') Truth=[0.96]
PRODUCT_QUALITY('1580') Truth=[0.96]
PRODUCT_QUALITY('1583') Truth=[0.96]
PRODUCT_QUALITY('1582') Truth=[0.97]
PRODUCT_QUALITY('3317') Truth=[0.97]
PRODUCT_QUALITY('3318') Truth=[0.06]
PRODUCT_QUALITY('3315') Truth=[0.96]
PRODUCT_QUALITY('3316') Truth=[0.97]
PRODUCT_QUALITY('3313') Truth=[0.96]
PRODUCT_QUALITY('3314') Truth=[0.96]
PRODUCT_QUALITY('3311') Truth=[0.96]
PRODUCT_QUALITY('3312') Truth=[0.96]
PRODUCT_QUALITY('700') Truth=[0.96]
PRODUCT_QUALITY('3310') Truth=[0.96]
PRODUCT_QUALITY('3319') Truth=[0.96]
PRODUCT_QUALITY('3306') Truth=[0.96]
PRODUCT_QUALITY('3307') Truth=[0.1]
PRODUCT_QUALITY('3304') Truth=[0.96]
PRODUCT_QUALITY('3305') Truth=[0.96]
PRODUCT_QUALITY('3302') Truth=[0.96]
PRODUCT_QUALITY('3303') Truth=[0.97]
PRODUCT_QUALITY('3300') Truth=[0.96]
PRODUCT_QUALITY('3301') Truth=[0.96]
PRODUCT_QUALITY('711') Truth=[0.96]
PRODUCT_QUALITY('710') Truth=[0.97]
PRODUCT_QUALITY('708') Truth=[0.95]
PRODUCT_QUALITY('707') Truth=[0.97]
PRODUCT_QUALITY('706') Truth=[0.96]
PRODUCT_QUALITY('705') Truth=[0.96]
PRODUCT_QUALITY('704') Truth=[0.97]
PRODUCT_QUALITY('703') Truth=[0.96]
PRODUCT_QUALITY('702') Truth=[0.96]
PRODUCT_QUALITY('701') Truth=[0.96]
PRODUCT_QUALITY('3308') Truth=[0.96]
PRODUCT_QUALITY('3309') Truth=[0.97]
PRODUCT_QUALITY('709') Truth=[0.96]
PRODUCT_QUALITY('1556') Truth=[0.1]
PRODUCT_QUALITY('2888') Truth=[0.96]
PRODUCT_QUALITY('1555') Truth=[0.09]
PRODUCT_QUALITY('2889') Truth=[0.96]
PRODUCT_QUALITY('1558') Truth=[0.95]
PRODUCT_QUALITY('2886') Truth=[0.96]
PRODUCT_QUALITY('1557') Truth=[0.06]
PRODUCT_QUALITY('2887') Truth=[0.96]
PRODUCT_QUALITY('2884') Truth=[0.96]
PRODUCT_QUALITY('1552') Truth=[0.11]
PRODUCT_QUALITY('1551') Truth=[0.07]
PRODUCT_QUALITY('2885') Truth=[0.96]
PRODUCT_QUALITY('2882') Truth=[0.96]
PRODUCT_QUALITY('1554') Truth=[0.96]
PRODUCT_QUALITY('1553') Truth=[0.96]
PRODUCT_QUALITY('2883') Truth=[0.95]
PRODUCT_QUALITY('2880') Truth=[0.11]
PRODUCT_QUALITY('2881') Truth=[0.08]
PRODUCT_QUALITY('1550') Truth=[0.96]
PRODUCT_QUALITY('1559') Truth=[0.96]
PRODUCT_QUALITY('1545') Truth=[0.96]
PRODUCT_QUALITY('2877') Truth=[0.96]
PRODUCT_QUALITY('1544') Truth=[0.05]
PRODUCT_QUALITY('2878') Truth=[0.96]
PRODUCT_QUALITY('1547') Truth=[0.06]
PRODUCT_QUALITY('2875') Truth=[0.96]
PRODUCT_QUALITY('1546') Truth=[0.96]
PRODUCT_QUALITY('2876') Truth=[0.95]
PRODUCT_QUALITY('1541') Truth=[0.96]
PRODUCT_QUALITY('2873') Truth=[0.97]
PRODUCT_QUALITY('1540') Truth=[0.96]
PRODUCT_QUALITY('2874') Truth=[0.96]
